CIP1,CIP2,CIP3,LIBELLE,TVCODE,CESSION,PUBLIC
3000000339640,8070201,,ON SETRON DENK 4MG CPR ORODISP B/6,0,2582,3455
3000000346167,8074357,,ON SETRON DENK 8MG CPR ORODISP B/6,0,3437,4595
3598972,0,,OPATANOL 1MG/ML COLL SOL F/5ML,0,3180,4255
3000000158746,8007792,,OPHTACINE 0.3% COLL F/5ML,0,938,1255
8014361,0,,OPICEF 500MG GEL B/50,0,11344,15210
8014409,0,,OPICEF 250MG SUSP BUV F/60ML,0,1796,2410
3000000229033,8023957,,ALLERGUS 5MG CPR PELL B/15,0,1971,2635
3202980,0,,OPTICRON 2% COLLYRE F/5ML,0,2214,2960
3000000015124,8078757,8116593,OPTIPRED 1% COLL F/5ML,0,1211,1620
3000000015155,8078817,8116570,OPTIFLOX COLL F/5ML,0,1075,1435
3000000015162,8078823,8111650,OPTIDEX-T COLL F/5ML,0,1936,2590
3000000015179,8078852,8111644,"OPTICIN 0,3% COLL F/5ML",0,1872,2505
3518646267505,8502830,,OPTISERUM LAVAGE OCCUL SOL DOSE/5ML B/10,2,2295,0
3181031,0,,ORACILLINE 250000UI/5ML SOL BUV FV/120ML,0,4230,5660
3282660,0,,ORACILLINE 500000UI/5ML SUSP BUV/120ML,0,5320,7115
8016325,0,,ORALCON F  CPR PLQ 3X28,0,1779,2385
3000000161289,8008053,8124842,ORCHAPRED GEL OPHT F/5G,0,1976,2640
3000000161326,8008082,,ORCHAZIDE COLL F/5ML,0,1942,2595
6056846,0,,ORDONNANCIER 600 PAGES,2,69764,0
3360383,0,,ORELOX 40MG/5ML SUSP.PED.FL50ML,0,3717,4970
3360408,0,,ORELOX 40MG/5ML SUSP.PED.FL100ML,0,6634,8875
3331424,0,3331424,ORELOX 100MG CPR BTE 10,0,5556,7430
3000000229316,8024098,,FONGICIL 1% CR T/30G,0,1167,1560
3582910052210,8027837,8146051,ORELOX 200MG CPR PELL B/10,0,6424,8595
8030383,0,,OREX125MG/5ML GRANULE PR SUSP BUV F/60ML,0,1161,1550
8030408,0,,OREX 250MG/5ML F/60ML,0,1776,2375
8030414,0,8030414,OREX 500MG GEL B/12,0,2713,3630
3090765,0,,ORGAMETRIL 5MG CPR BT 30,0,1325,1770
3000000554470,8438322,,ORIPEN 1G PDRE SOL INJ+SOLV F/20ML,0,6905,9240
3000000229354,8024112,,FONGICIL 1% LAIT F/30ML,0,1167,1560
3000000093689,8109251,8109251,ORNILOX 500/200MG CPR B/10,0,3453,4620
8036902,0,,OROFER 50MG SP F/150ML,0,1809,2420
2292314,8049997,2292314,OROFER GEL B/40,0,1606,2145
3313113,0,3313113,OROKEN 200MG CPR BT 8,0,6054,8100
3358995,0,,OROKEN 40MG PDR SUSP FL 80DOSE,0,3095,4140
3358989,0,,OROKEN 100MG/5ML PDRE SUSP BUV F/40ML,0,6185,8275
3000000556887,8438807,,OROXINE 200MG/500MG CPR PELL SEC B/10,0,3020,4040
3000000629949,8452523,,OROXE 400MG CPR PELL B/10,0,3448,4610
8004954,0,,OROZAMUDOL 50MG CPR ORODISP B/10,0,1912,2555
3401098846735,8307815,,ORTH IMMO POIGN/POUC COOPER T1 /1,0,17518,0
3401098846964,8307821,,ORTH IMMO POIGN/POUC COOPER T2 /1,0,18578,0
3401098847046,8307838,,ORTH IMMO POIGN/POUC COOPER T3 /1,0,18379,0
3401048630575,4863057,,ORTHESE SALVA POUCE T1,2,42100,0
3401048630407,4863040,,ORTHESE SALVA POUCE T2,0,10422,0
3401048630346,4863034,,ORTHESE SALVA POUCE T3,2,13091,0
3000000067659,8094733,,ORTIZA 500MG CPR B/3,0,1927,2585
3000000348055,8074989,,OSICORT RETARD 40MG SUSP INJ F/1ML+SER,0,1523,2035
3000000229392,8024129,,FONGICIL 150MG OV B/3,0,1747,2335
3076417,0,,OSMOGEL GEL DERMQ TB 90G,0,8593,11495
2009152,0,2009152,OSPAMOX 500MG CPR PELL B/12,0,1000,1335
2011203,0,2011203,OSPAMOX 1000MG CPR PELL B/12,0,2131,2850
3000000229231,8024069,,DIFLUZOL 150MG GEL B/2,0,2380,3180
2009181,0,,OSPAMOX 250MG/5ML GR F/60ML,0,1184,1585
2299026,8063247,2299026,OSPAMOX 1000MG CPR DISP B/12,0,2337,3125
2299032,8063282,,OSPAMOX 500MG CPR DISP B/12,0,1225,1635
3132162,0,3132162,OSPEN 1MUI CPR BT 12,0,1820,2435
3000000229279,8024075,,DIFLUZOL 150MG GEL B/4,0,4599,6150
8259594,0,,OTENTIKA PREMIUM SKIN TONE FORMULA 300ML,2,9420,0
8259648,0,,OTENTIKA PREMIUM HYGIENIC SAVON 100G,2,2340,0
3583313279075,8076244,,OTIPAX SOL AURIC CPTE GTTE F/15ML AFR,0,1392,1860
3280520,0,3280520,OTOFA SOL AURIC FL 10ML,0,1996,2670
3182800,0,,"OTRIVINE 0,05% ENFANT F/10ML",0,931,1245
2492602,8421066,,"OTRIVINE 0,1% GTTE NAS F/10ML",0,1136,1520
3000000284100,8060208,,MEDZAR FORT 100MG CPR PELL SEC B/28,0,5828,7795
3000000050798,8092071,8401359,OVAZOL 500MG OV B/10,0,1334,1785
3400921709476,2170947,,"OVITRELLE 250MCG SOL INJ STYLO 0,5ML B/1",0,17084,22855
3591550000086,8001795,,OVOCYPLUS GEL B/60,2,20976,0
3591550000154,8545236,1245351,OVOCYPLUS GROSSESSE GEL B/30,2,8894,0
3000000164341,8008544,8131090,OVUMIX OVULES VAG B/6,0,2163,2890
8054136,0,,OXACILLINE UBI 500MG GEL 10 BL 12,0,17231,23055
8054455,0,,OXACILLINE UBI 250MG/5ML PDRE SUSP/60ML,0,824,1100
3000000409602,8422367,,MEDZAR 50MG CPR B/28,0,5141,6875
3000001028215,8614517,6154822,NOVOFINE AIG 32G 4MM B/100,0,11769,0
3990000007888,8458661,,OXACID 250/250/50MG/5ML SUSP BUV F/200ML,0,1619,2165
2285739,8040306,2285739,OXAGRAM 500MG GEL B/24,0,3455,4620
3532281689508,8612487,,PRESERV MANIX INTACT B/10,0,5092,0
3483128,0,,ACICLOVIR EG 200MG CPR B/25,0,0,0
2297932,8053993,,OXAPEN 1G IM IV PDRE + SOLV B/1,0,1097,1465
3000000310021,8014881,,OXICEB 100MG GEL B/20,0,3009,4025
3000000310069,8015001,,OXICEB 200MG GEL B/20,0,5316,7110
3400936171039,3617103,3617103,OXYBOLDINE CPR EFFV T/24,0,1870,2500
3401574336477,8334858,,OXYDE DE ZINC LOURD 1KG,0,0,0
3000000259795,8051190,,OXYNIC 625MG CPR B/14,0,1884,2525
3000000345665,8073955,,OXYNIC 1000MG CPR B/14,0,2797,3750
3077144,0,,OXYPLASTINE PDE DERMQ TB 135G,2,1969,53300
3000000428580,8425503,,OXYTROY 5UI/ML SOL INJ AMP/1ML B/3,0,964,1290
3400937296069,3729606,,ALDACTONE 75MG CPR B/90,0,0,0
3400933133085,3313308,,ALEPSAL 150MG CPR B/30,0,0,0
2262483,8023673,2262483,OZIBEN 500MG CPR B/1,0,833,1110
8011026,4001812,2262477,OZIBEN 100MG CPR B/6,0,794,1060
8011032,4001806,2262460,OZIBEN 100MG SUSP BUV F/30ML,0,1166,1560
2031068,2027003,,PAIDOTERIN SOL ORALE FL 100ML,0,1916,2560
8083592,0,2284013,PAIDOFEBRIL 100MG/5ML SP F/200ML,0,2051,2740
3000000024416,8087727,,PALMATHER 80MG SOL INJ B/10,0,3890,5205
3000000024454,8087733,,PALMATHER 40MG SOL INJ B/10,0,3038,4060
2006811,8447999,,"PALUJECT 0,40 INJ PREP BT 6",0,1578,2110
3400937321006,3732100,,ALFUZOSINE BIOG LP 10MG CPR B/30,0,6276,8395
2023749,0,,PALUTHER IM 80MG AMP 1ML BT 6,0,9214,12325
2025659,8448007,,PALUTHER 40MG AMP INJ BT 6,0,6895,0
3400937045469,3704546,,ALFUZOSINE EG LP 10MG CPR B/30,0,0,0
8093248,0,,PALUDOXIN CPR SACH/3 B/1,0,0,0
3990000003019,8424024,8182236,PALUMIL 80MG/480MG AD CPR B/6,0,2069,2765
3990000003002,8424030,,PALUMIL 20MG/120MG ENF CPR DISP B/6,0,700,935
3000000526927,8543757,,PALUMOUSSE SAV PAIN/130G,2,2100,0
3000000654590,8463337,,PALUFON 60MG PDRE SOL INJ AMP+SOLV B/1,0,685,920
3000000654644,8463343,,PALUFON 120MG PDRE SOL INJ AMP+SOLV B/1,0,891,1195
3400930094853,3009485,,ALFUZOSINE MYLAN 10MG LP CPR F/30 PDA,0,0,0
3000000107515,8002777,8407959,PAMAGIN C SP F/60ML,0,2673,3575
3000000143452,8005244,8410594,PAMAGIN C CPR B/10,0,1485,1985
3361514,0,,PANADOL 500MG CPR EFFV B/12,0,840,1120
3403307,0,,PANADOL 500MG CPR B/16,0,640,855
3417350,8011144,,"PANADOL 2,4% ENF/NN SP F/100ML",0,1030,1375
3656853,0,,ALLOPURINOL SDZ 100MG CPR B/28,0,0,0
8001536,0,,PAN AMPICILLINE 1G INJ BTE 50,0,14848,19865
3000001097693,8496851,,PROCTICAD 10G/15ML SOL BUV F/200ML,0,3210,4295
2297524,8027286,2297524,PANALGIC CPR EFFV B/16,0,835,1115
8045812,8438405,2295436,PANADOL EXTRA 500MG/65MG CPR B/20,0,931,1245
2295413,8045829,,PANADOL ACTIFAST 500MG CPR B/20,0,1204,1610
3000000354773,8076936,,PANCI-D 10MG/40MG CPR B/10,0,0,0
8451908,0,1298351,PANDOM D 40MG/30MG GEL B/30,0,3596,4825
8451966,0,,PANDOM 40MG PDRE SOL INJ B/1,0,2066,2770
5568248,0,,PAN GENTAMICINE 80MG INJ B/10,0,3214,4805
5568231,0,,PAN GENTAMICINE 160MG INJ B/10,0,5812,8690
3385830660035,8256383,,PRESERV SOFT RIDER POCH/3,0,316,0
3385830668048,8256348,,PRESERV SOFT RIDER B/4,0,502,0
3192253,0,3192253,PANOTILE GTTE AURICUL FL 8ML,0,1171,1565
2028669,0,,PAN OXACILLINE 1G INJ B/50,0,17128,22915
3000000074206,8096637,,PANOL 250MG/5ML SUSP BUV  F/100ML,0,842,1125
3000000228210,8015018,,PANOPRIST 4MG CPR B/30,0,4588,6135
3000000228258,8015053,,PANOPRIST 8MG CPR B/30,0,7118,9520
3000000228173,8015076,,"PANOPRIST PLUS 2MG/0,625MG CPR B/30",0,3827,5120
3000000193365,8015159,,"PANOPRIST PLUS 4MG/1,25MG CPR PELL B/30",0,5557,7435
9556564087137,8565262,,PRESERV SOFT LONGER B/10,0,2273,0
2029657,0,,PAN PENI G SOD 5M INJ B/50,0,32420,48495
5597646,0,,PAN PENI G SOD 1M INJ B/50,0,19190,25675
2028965,0,,PAN PENI G BENZATH 1.2M INJ/50,0,18497,27665
9556564088189,8256176,,PRESERV SOFT RIDER B/12,0,1121,0
9001573,8580876,,PANSEMENTS FRILAB CHAIR 19X72MM B/250,0,7731,0
9001596,8580882,,PANSEMENTS FRILAB CHAIR 25X72MM B/250,0,7595,0
9001604,8580907,,PANSEMENTS FRILAB BLANC 25X72MM B/250,0,7595,0
8085875,0,,PANTOXON 500MG/2ML P/S AMP2ML IM B/1,0,2359,3155
8085906,0,,"PANTOXON 1G/3,5ML P/S AMP 3,5ML IM B/1",0,3128,4185
8021208,0,2260142,PANTOTAB 40MG CPR B/30,0,4290,5740
3000000135822,8004316,,PANTO DENK 20MG CPR B/28,0,4218,5640
3000000135860,8004322,,PANTO DENK 40MG CPR B/28,0,5662,7575
3000000240403,8026884,8152637,PANTONEX DR 40MG CPR B/30,0,3441,4600
3385832120032,8256555,,PRESERV SOFT TUTTI FRUTI POCH/3,0,353,0
3401596608156,8334261,,PAPS PDRE HYG CORPS F/100G,2,4735,0
6248758,0,,PARASIDOSE SHAMP POUX FL200ML,2,5989,0
3248284,0,,PARACETAMOL LUC.500MG CPR B/16,0,774,1035
2029396,4001858,,PARACETAMOL CREAT 500MG CPR B/24,0,583,870
2033831,0,,PARACETAMOL CREAT 500MG CPR B/1000,0,15326,22925
2028793,0,2028793,PARANTAL 500MG CPR B/20,0,556,740
2028758,0,,PARANTAL C 1000 CPR EFF BTE/10,0,1079,1440
8011405,4003337,,PARANTAL 500MG CPR EFF B/20,0,921,1230
8021071,0,,"PARACETAMOL AFRIP 2,4% SP F/100ML",0,599,805
9556564087878,8594967,,PRESERV SOFT EXTRA SENSATION B/3,0,502,0
3385830640129,8646486,,PRESERV SOFT EXTRA SENSATION B/12,0,1383,0
8033849,0,2264909,PARA DENK 125MG SUPPO B/10,0,886,1185
8033855,0,2264915,PARA DENK 250MG SUPPO B/10,0,970,1295
3385830690124,8256590,,PRESERV SOFT SPACE XL B/12,0,1383,0
3385832122203,8256526,,PRESERV SOFT TUTTI FRUTTI B/12,0,1241,0
8045775,0,,PARA DENK 500MG CPR BL/20,0,971,1295
3385839120042,8529266,,PRESERV SOFT INVISIBLE B/10,0,2076,0
2297547,8049069,,PARAFLAM 400/325MG CPR B/10,0,542,725
8054082,0,8054082,PARACETAMOL UBI 500MG CPR 100 BL 10,0,9378,12545
8054283,0,8054283,PARACETAMOL UBI 120MG/5ML PDRE SUSP/60ML,0,566,755
8061981,0,,PARACETAMOL 500MG CPR B/10X10,0,473,710
8074506,0,2284059,PARA CO-DENK 1000/60MG SUPPO B/10,0,3032,4055
8074535,0,2284065,PARA CO-DENK 500MG/30MG CPR B/20,0,1527,2040
8088112,0,2264909,PARA DENK 125MG SUPPO B/10,0,885,1180
7357082,8762790,,PARASIDOSE PEIGNE POUX FIN DENT LONGUE/1,2,1839,0
3000001055624,8702351,,PULMOLL CLASSIC PAST B/75,2,1772,0
4494708,8762809,,PARASIDOSE SOL ENVIRONNEMENT SPR/250ML,2,8196,0
3000001055631,8702368,,PULMOLL SS EUCALYPTUS/MENTHOL PAST B/45,2,1772,0
3400957691073,5769107,,PARACETAMOL MACO 1G SOL PERF POCH/100ML,0,1627,2180
8063744,0,,PARA5 120MG SUSP BUV F/100ML,0,457,610
8068440,0,,PARA5 500MG CPR B/20,0,194,260
8068500,0,,PARA5 500MG CPR B/100,0,1034,1385
8068575,0,,PARA5 500MG CPR B/1000,0,5023,6735
8082405,8018867,,PARAMOL 600MG IM/IV SOL INJ B/5,0,2593,3475
3990000000735,8061308,,PARAVEN SP 10MG/ML SOL INJ POCH/100ML,0,1179,1575
3000000309308,8062271,8163196,PARACETAWAL 1G/100ML IV SOL PERF F/100ML,0,1592,2130
3400958007804,5800780,,PARACETAMOL KABI10MG/ML SOL PERF/100ML10,0,15180,22705
3000000311868,8065016,8156925,PARAZOL 200MG/5ML SUSP BUV F/10ML,0,988,1320
3000000385395,8416266,,PARACETAMOL KABI 10MG/ML SOL PERF100ML/1,0,1443,1930
3000000418833,8423740,1154911,PARACONICA 1000MG IV SOL PERF F/100ML/10,0,14042,18785
3000000546093,8436599,,PARACETAMOL CAMPHARD 1G SOL INJ F/100ML,0,839,1125
3000000570357,8441123,,PARACETAMOL AFRICURE 500MG CPR B/100,0,473,710
3518646043048,8564920,,PARASIDOSE SOIN TRAITANT CR F/100ML,0,3883,0
3518646042997,8594708,,PARASIDOSE CR SOIN TRAITANT T/200ML,0,5883,0
8453818,0,,PARACETAMOL TROGES 500MG CPR B/1000,0,6410,8584
3990000007932,8458655,,PARACE 100MG/500MG CPR B/10,0,1266,1690
3000000669143,8467097,,PARACETAMOL AFRICURE 500MG CPR B/20,0,206,275
3000000267998,8055383,,PAREXCEL 120MG/5ML SUSP BUV F/100ML,0,380,510
3400921923056,2192305,,XARELTO 20MG CPR PELL B/28,0,42195,56455
3400921922684,2192268,,XARELTO 15MG CPR PELL B/28,0,0,0
3257082,0,,PARKAZOLE PEDIA BUV FL 100ML,0,2034,2720
3174723,0,,PARKINANE RETARD 5MG GELU.BT20,0,1223,1635
3202655,0,,"PARLODEL 2,5MG CPR BT 30",0,2957,3955
7384966,8578951,,PAROGENCYL DENTIF SOIN INT GENCIV T/75ML,2,1970,0
6133009,8578968,,PAROGENCYL PREVENTION GENCIVES T/75ML,2,2339,0
3000000948804,8490937,1670561,FOCE 100MG CPR B/10,0,2755,3685
7248950,8531085,,PARODONTAX PATE GING T/75ML,2,3002,0
7614981,8531091,,PARODONTAX PROTECTION FLUOR GEL T/75ML,2,3017,0
8005468,0,2274517,PAROL 500MG CPR B/30,0,938,1255
8005497,0,2274569,PAROL 250MG/5ML SUSP BUV F/100ML,0,1465,1960
3094904242144,4242148,,PARODONTAX BAIN BCHE F/500ML,2,3105,0
5013965601507,8360904,,PAROGENCYL DENTIF MENTH PREV GENC 75ML/2,2,5025,0
3577056007224,8340184,,PARODIUM GEL GENCIV SENS T/50ML,2,1920,0
3094904501166,8374007,,PARODONTAX DENTIF FRAICH INTENSE T/75ML,2,3013,0
3411040,0,,PASSEDYL NN/ENF SP F/125ML,0,1804,2410
3078818,0,,PASSIFLORINE BUV SOL FV 125ML,0,1297,1735
7020307,0,,PATE GINGIVALE SPECIA TB 75ML,2,4098,0
8411732107424,8394429,,PATE DENTIF PIERROT ALOE T/75ML,2,953,0
8411732108414,8394458,,PATE DENTIF PIERROT BLANCHISSANT T/75ML,2,1002,0
8411732100876,8394464,,PATE DENTIF PIERROT NAT THE VERT T/75ML,2,1061,0
8411732109411,8394470,,PATE DENTIF PIERROT DENT SENSIBLE T/75ML,2,953,0
8411732105314,8555648,,PATE DENTIF PIERROT ANTI-PLAQUE T/75ML,2,809,0
8411732105413,8557133,,PATE DENTIF PIERROT PIWY FRAISE T/75ML,2,898,0
3000000948811,8490943,1670571,FOCE 200MG CPR B/10,0,3444,4605
3000000560013,8439327,1307611,FIXIM 400MG CPR B/5,0,4501,6020
7824247,8762815,,PEDIAKID APPETIT TONUS F/125ML,2,6451,0
7824253,8762821,,PEDIAKID SOMMEIL SUSP F/125ML,2,6468,0
7824282,8762838,,PEDIAKID IMMUNO FORTIF F/125ML,2,6439,0
3000000644065,8458135,,"CLAVUMOCCID 500/62,5MG PDRE BUV SACH/20",0,0,0
7936710,8762867,,PEDIAKID 22VIT OLIGO SUSP125ML,2,6439,0
3000000628546,8452227,9012766,DIARTEM IG AD 120MG/960MG CPR B/3,0,1899,2540
4747032,8762904,,PEDISAULE PROTECT CORS ETUI/9,0,2259,0
8098091,0,,PEDIFEN 100MG/5ML PED SP F/100ML,0,1996,2670
4695252,8762910,,PEDIAKID CALCIUM CROISS PDRE OR SACH /14,2,6569,0
3000000644485,8458201,1397501,CLOMIFENE IG 50MG CPR B/10,0,2618,3500
8005758,0,2274807,PEDIFEN AD 400MG CPR B/30,0,1715,2295
8288420,0,,PEDISOR SOL EXT F/10ML,0,1486,1995
3400922863832,8065631,2286383,PEDIAVIT SP F/100ML,0,1424,1905
3000000140956,8332428,,PEDIADERM LAIT TOILETTE F/750ML,2,7296,0
3000000140994,8332434,,PEDIADERM CR CHANGE T/100ML,2,1750,0
3000000141038,8332440,,PEDIADERM EAU MICELLAIRE F/500ML,2,3268,0
3000000141076,8332457,,PEDIADERM DERMO SURGRAS SAV/200G,2,1400,0
3000000142677,8332581,,PEDIADERM GEL DOUCEUR F/750ML,2,4668,0
3000000142714,8332598,,PEDIADERM EAU COLOGNE F/500ML,2,3838,0
3298253,0,,PEFLACINE 400MG CPR BT 2,0,1967,2630
3000000628447,8452204,,CLOTRIMAZOLE IG 200MG OVULES B/3,0,1490,1990
3599606,0,,PEGASYS 180MCG SOL INJ SER PREREMP+AIG/1,0,168002,224790
3000000358405,8078071,8165870,"PEITEL 0,25% CR T/30G",0,3216,4300
3000000644263,8458170,8458170,IBUPROFENE IG 400MG CAPS MOLLES B/10,0,802,1070
3385830640501,8344638,,SOFT NATURE GEL LUBRIF T/60ML,0,3004,0
3385830630502,8344621,,SOFT ALOE VERA GEL LUBRIF T/60ML,0,3206,0
3327888,0,,PENTASA LP 500MG CPR B/100,0,26543,35515
3293474,0,,PENTASA 1G SUSP RECTAL F/100ML B/5,0,0,0
3000000249642,8032927,,PENTAC 300MG CPR B/100,0,5709,7655
3385830650500,8650275,,SOFT TUTTI FRUTTI GEL LUBRIF T/60ML,0,3566,0
3320521,0,3320521,PEPSANE GEL ORAL SACH 10G BT30,0,3551,4750
3385830630120,8257000,,SOFT GEL DOSE 5G B/12,0,1879,0
3117783,0,,PERCUTALGINE EXT GEL TB 30G,0,1005,1345
8227447,0,,"PERFALGAN ENF0,5G INJ 50ML F/1",0,1245,1665
8227559,0,,PERFALGAN AD 1G INJ 100ML F/1,0,1653,2210
2289625,8227571,,PERFUSEUR LABELL AIG 19G/1,0,303,0
3000000236703,8025933,,PERFADIS 10MG/ML SOL INJ PERF F/100ML,0,1028,1380
3812193,0,,PERGOVERIS 150UI/75UI PDRE+SOLV INJ F/1,0,52895,70775
3000000645499,8444481,1262141,AMLOTOME 5MG CPR B/100,0,2017,2700
3286422,8448125,1506122,PERIDYS BUV SUSP FL 200ML,0,1879,2510
3400930057865,3005786,,PERIDYS 10MG CPR PELL B/21,0,1131,1510
3000000500033,8432615,1218121,PERISPASM 80MG CPR ORODISP B/10,0,1044,1395
3000000500071,8432621,8432621,PERISPASM 80MG CPR ORODISP B/30,0,2249,3005
3000000621202,8449426,,PERINDOPRIL AZEVEDOS 8MG CPR B/30,0,5589,7475
3000000621257,8449432,,PERINDOPRIL AZEVEDOS 4MG CPR B/30,0,4741,6340
3577056020575,8450642,,PERIDYS 200MG SUSP BUV F/200ML,0,1879,2510
3344958,8762979,1526061,PERMIXON 160MG GEL B/60,0,15523,20770
3000001102298,8496897,,NIFEDIPINE TM LP 20MG CPR B/100,0,2938,3930
3185224,0,3185224,PEVARYL 1% CREME DERMQ TB 30G,0,2072,2770
3202253,0,,PEVARYL 1% EMU.FLUID LAIT/30ML,0,2308,3085
3357694,0,,PEVARYL 1% SOL.EXT FL.PULV/30G,0,2775,3710
3342362,0,,PEVARYL 1% PDRE APPL LOCAL 30G,0,3685,4930
3000000033906,8088129,8108547,PEVAGINE 1% CR T/30G,0,1763,2355
3000000033913,8088135,8108530,PEVAGINE 150MG OV B/3,0,2368,3165
3401560016543,6001654,,PHANELYS GEL B/60,2,11471,0
3293014,0,3585981,PHARMATEX CPR GYNECO 20MG B/12,0,1692,2265
3129757,0,,PHARMATEX CR.TB72G + APPLICTR,0,3066,4100
3000001106494,8497017,,ARLUCIN 20MG/120MG CPR B/6,0,400,535
3224912,0,3224912,PHARMATEX OVULE B/10,0,2833,3790
3400932193028,3219302,3219302,DUPHASTON 10MG CPR PELL B/20,0,3911,5230
8038692,0,,PHARMAGRIP SUSP SACH B/10,0,1988,2660
8038700,0,,PHARMAGRIP GEL B/14,0,1323,1770
8014119,0,,PHARMAGRIP SS SUSP SACH B/10,0,2040,2725
2256034,0,,PHARMAGRIP SS GEL B/14,0,1329,1775
3518646042799,8720946,,PARASIDOSE ESSENCE CITRONNEL VAPO/30ML,2,3340,0
3400934748561,3474856,,"IMOVANE 7,5MG CPR BT 14",0,0,0
3000000072486,8096123,8111897,PHARPEN 250MG SUSP BUV F/60ML,0,1268,1695
3000000072523,8096146,8110432,PHARPEN 500MG GEL B/12,0,1965,2625
3000000072561,8096152,8110449,PHARMALGAN 1G SOL INJ F/100ML,0,1285,1715
3000000072608,8096198,,PHARMASUCAM 100MG/270MG CPR B/3,0,788,1055
3000000072646,8096206,,PHARMASUCAM 100MG/270MG CPR B/6,0,1900,2540
3000000374726,8083474,,PHARTRIM FORTE 800MG/160MG CPR B/10,0,1156,1545
3000000374764,8083480,,PHARTRIM AD 400MG/80MG CPR B/20,0,629,840
3000000374801,8172628,,PHARTRIM 200MG/40MG SUSP BUV F/100ML,0,1178,1575
3000000411551,8422769,,PHARMALGAN 500MG SOL INJ F/50ML,0,918,1225
3082240,0,,"PHENERGAN 2,5% INJ AMP 2ML B/5",0,1738,2325
3082286,0,3082286,PHENERGAN 25MG CPR BT 20,0,937,1250
3082263,0,,PHENERGAN 2% CREME DERM TB 30G,0,1337,1785
3253523,0,,PHENERGAN 5MG/5ML SP F/150ML,0,1934,2585
3990000007529,8450145,,PHICEFAL 100MG CPR DISP B/10,0,2655,3550
3990000007536,8450151,,PHICEFAL 100MG PDRE SUSP BUV F/60ML,0,3179,4260
3990000007543,8450168,,PHICEFAL 200MG CPR PELL B/10,0,3030,4055
3990000007550,8450174,,PHICEFAL 400MG CPR B/8,0,5275,7055
3990000004986,8443381,,PHIMOCLAV1G/125MG AD PDR SUSP BUV SACH16,0,4615,6174
3990000004979,8443398,,"PHIMOCLAV100/12,5MG ENF PDR SUSP BUV60ML",0,2190,3275
3990000004993,8443406,,"PHIMOCLAV500/62,5MG ENF SUSP BUV SACH/16",0,3300,4415
3990000004962,8443412,,"PHIMOCLAV 100/12,5MG NN PDR SUSP BUV30ML",0,1401,1870
3000000354414,8076528,8170888,PHLORO-G 80MG CPR ORODISP B/10,0,1413,1890
3990000006362,8436056,,"PHLOROGLUC SP 40/0,04MG IM/IV S INJ4ML/6",0,1712,2290
3000001096641,8496845,,EFFERALGAN PED 3% SOL BUV F/90ML+PIPETTE,0,1171,1565
3400937784382,3778438,,EFFERALGANMED 30MG/ML S BUV PED F/150ML,0,0,0
3730609,0,,ARICEPT 5MG CPR ORODISP B/28,0,20990,28085
3400937013642,3701364,,"ATROPINE SULF AGUET 0,5MG SOL INJ/1ML/10",0,4330,5790
3400930099643,3009964,,BASDENE CPR BT 50,0,2316,3095
3272549,0,,BECILAN 250MG INJ AMP 5ML BT 5,0,1487,1990
3000001113706,8497193,,DIFLUZOL 50MG GEL B/7,0,1297,1735
3219756,0,,PHOSPHALUGEL GEL SACH 20G BT26,0,3089,4130
3400934775475,3477547,,AETOXISCLEROL TAMPON 2% SOL IV AMP B/5,0,20213,27045
4250142199391,8096382,,PHOSPHONORM 300MG CPR PELL B/100,0,0,0
3400931268949,3126894,,ALCAPHOR SOL BUV F/250ML,0,17773,23835
3658295,0,,ALLOPURINOL SDZ 200MG CPR B/28,0,1660,2225
3400930033302,3003330,,AMIKACINE MYLAN 500MG PDR S INJ F/7ML/20,0,0,0
3041093788540,8338230,,PHOSPHATINE LACTEE BISCUITE B/200G,0,932,0
3041093788571,8338247,,PHOSPHATINE LACTEE BLE B/200G,0,932,0
3041093788557,8338253,,PHOSPHATINE LACTEE RIZ MAIS B/200G,0,1152,0
3041091296238,8564216,,PHOSPHATINE LACTEE BISCUITE PDRE B/200G,0,1152,0
3041091296191,8564239,,PHOSPHATINE LACTEE FRUIT PDRE B/200G,0,1152,0
3041091296207,8564251,1802691,PHOSPHATINE MULTICEREALES PDRE B/200G,0,1152,0
3400933552930,3355293,,ART 50 GEL B/30,0,12274,16420
3400930217481,3021748,,BACTRIM 40MG+8MG/ML SOL BUV/100ML,0,1937,2590
7880725,8763051,,PHYSIODOSE SERUM PHYSIO 5ML/15,2,994,0
7736626,8763068,,PHYSIODOSE SERUM PHYSIO 5ML/30,2,1622,0
3400935887788,3588778,,BEPANTHENE 5% CR T/100G,0,9911,13260
3377892,0,3377892,"PHYSIOTENS 0,4MG CPR B/30",0,10342,13835
3377828,0,3377828,"PHYSIOTENS 0,2MG CPR B/30",0,5746,7685
3400939118314,3911831,,BISOPROLOL SDZ 5MG CPR B/30,0,0,0
3400935805645,3580564,,FLECAINE LP 100MG GEL B/30,0,8280,11075
3518646066931,8387292,,PHYSIODOSE FILTRE + EMB B/20+2,2,5666,0
3518646267086,8578069,,PHYSIODOSE MOUCHE BB ASPIRATION+FILTRE/3,2,5666,0
9809140,0,,PHYTOSPECIFIC LAIT HYDR RICHE F/200ML,2,11872,0
3338220100031,8350679,,PHYTOSPE PHYTOTRAXIL CHUT CHVX SPR50ML,2,27416,0
3338220100086,8353086,,PHYTOSPE BEURRE NOURRIS COIFF POT/100ML,2,8478,0
